price,accommodates,bedrooms,bathrooms,room_type,neighbourhood
64.35853349659396,5,2,2.0,Private room,Prenzlauer Berg
94.89153945173278,4,3,2.0,Entire home/apt,Prenzlauer Berg
109.50762796460532,4,3,1.5,Shared room,Kreuzberg
161.50981771136216,3,1,1.5,Private room,Neukolln
86.21563530779204,2,1,1.5,Entire home/apt,Prenzlauer Berg
118.42822450577897,4,3,1.5,Private room,Kreuzberg
105.6369318251422,3,2,1.0,Shared room,Kreuzberg
125.46722839347935,3,1,1.5,Shared room,Prenzlauer Berg
68.85909811140436,5,1,2.0,Shared room,Neukolln
72.83372889676198,5,2,2.0,Private room,Kreuzberg
68.87181418557184,3,1,1.5,Private room,Mitte
178.84636846514275,5,2,2.0,Entire home/apt,Neukolln
200.2148910592598,4,2,1.5,Shared room,Neukolln
71.32345170477805,1,2,2.0,Private room,Prenzlauer Berg
72.02274696886667,4,3,1.0,Shared room,Prenzlauer Berg
134.9834606022469,3,3,1.0,Shared room,Mitte
212.76252346987135,3,3,1.5,Entire home/apt,Kreuzberg
239.0543850405852,4,2,1.5,Entire home/apt,Prenzlauer Berg
69.76513359627128,5,2,1.5,Entire home/apt,Prenzlauer Berg
78.58313575376103,5,3,2.0,Entire home/apt,Neukolln
112.54508643897688,3,1,1.5,Shared room,Prenzlauer Berg
115.47235869285173,2,2,1.0,Entire home/apt,Prenzlauer Berg
87.94026433551079,5,1,2.0,Entire home/apt,Prenzlauer Berg
63.35601854164987,4,1,1.5,Entire home/apt,Prenzlauer Berg
94.97058737702935,5,2,2.0,Entire home/apt,Neukolln
